Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Transmitted Color L*,Transmitted Color a*,Transmitted Color b*,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3656,0.0644,15.53,0.5642,0.6906,0.202,86.47,-3.58,4.22,52.26,-1.84,-7.04,0.1252,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.3565,0.0628,15.93,0.4488,0.6065,0.1919,82.12,-4.88,4.69,51.04,-5.7,-2.9,0.063,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3585,0.0631,15.84,0.4736,0.6258,0.1801,83.13,-3.74,4.5,49.63,-2.45,-4.05,0.0765,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.3518,0.0619,16.14,0.4017,0.5637,0.1835,79.76,-6.87,4.98,50.01,-1.04,-4.89,0.0231,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.3563,0.0628,15.94,0.4655,0.6337,0.1818,83.56,-4.46,4.71,49.8,-2.68,-3.5,0.0902,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.3511,0.0618,16.17,0.382,0.5802,0.1974,80.65,-6.31,6.17,51.69,-2.27,-6.91,0.0334,Yes,No,,
EnthermalPlus,C180 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4mm Clear,2192,LoE 180 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3602,0.0634,15.77,0.5618,0.7236,0.1792,88.09,-3.58,4.02,49.58,-1.34,-6.26,0.1847,Yes,Yes,0.565587,0.379325
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.2869,0.0505,19.79,0.3252,0.6065,0.1596,82.12,-4.88,4.69,47.03,-3.52,-3.7,0.063,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2812,0.0495,20.19,0.3122,0.533,0.1518,77.98,-5.89,4.96,45.92,-7.02,0.15,0.0344,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2825,0.0497,20.1,0.3199,0.55,0.1426,78.94,-4.85,4.78,44.63,-4.08,-0.83,0.0422,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2782,0.049,20.41,0.2953,0.4957,0.1451,75.74,-7.7,5.24,44.97,-2.9,-1.63,0.0122,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2811,0.0495,20.2,0.3193,0.5569,0.1439,79.36,-5.54,4.96,44.79,-4.25,-0.32,0.0471,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2777,0.0489,20.44,0.2827,0.5101,0.1559,76.57,-7.23,6.53,46.49,-4.15,-3.52,0.0171,Yes,No,,
EnthermalPlus,C270 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4mm Clear,2027,LoE² 270 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2835,0.0499,20.03,0.3329,0.6357,0.1419,83.69,-4.83,4.39,44.59,-3.03,-2.88,0.0907,Yes,Yes,0.339572,0.294251
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.3048,0.0537,18.63,0.3699,0.6258,0.1477,83.13,-3.74,4.5,45.36,-1.4,-4.24,0.0765,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2984,0.0525,19.03,0.3452,0.55,0.1393,78.94,-4.85,4.78,44.11,-5.39,0.24,0.0422,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2998,0.0528,18.94,0.3558,0.5678,0.1296,79.94,-3.81,4.58,42.66,-2.06,-0.9,0.0528,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.295,0.052,19.25,0.3217,0.5115,0.1323,76.68,-6.8,5.12,43.05,-0.67,-1.86,0.0151,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2983,0.0525,19.04,0.3543,0.5749,0.131,80.35,-4.51,4.78,42.85,-2.29,-0.31,0.0573,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2945,0.0519,19.28,0.307,0.5262,0.1437,77.52,-6.27,6.38,44.77,-1.97,-4.15,0.0217,Yes,No,,
EnthermalPlus,C272 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.301,0.053,18.87,0.3775,0.6564,0.1288,84.73,-3.71,4.19,42.62,-0.87,-3.27,0.1088,Yes,Yes,0.384026,0.313726
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.2686,0.0473,21.14,0.1467,0.3392,0.1451,65.22,-9.54,-3.75,45.2,-6.17,-13.73,0.0099,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2635,0.0464,21.55,0.1465,0.2983,0.1427,61.8,-10.07,-3.12,44.82,-7.38,-12.31,0.0051,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2647,0.0466,21.45,0.1491,0.3074,0.1395,62.57,-9.3,-3.31,44.35,-6.33,-12.56,0.0064,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2609,0.0459,21.76,0.1442,0.2779,0.1402,59.99,-11.06,-2.96,44.45,-5.98,-12.82,0.0019,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2634,0.0464,21.55,0.1491,0.3115,0.1399,62.92,-9.9,-3.21,44.4,-6.36,-12.42,0.0072,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2605,0.0459,21.8,0.1399,0.2859,0.1439,60.66,-10.81,-1.86,45.0,-6.51,-13.4,0.0028,Yes,No,,
EnthermalPlus,C340 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2656,0.0468,21.38,0.1509,0.3553,0.1394,66.5,-9.64,-4.08,44.36,-5.9,-13.28,0.0143,Yes,Yes,0.161155,0.274225
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.2453,0.0432,23.15,0.2392,0.5637,0.1444,79.76,-6.87,4.98,44.91,-2.09,-4.61,0.0231,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2411,0.0425,23.55,0.24,0.4957,0.1376,75.74,-7.7,5.24,43.89,-5.08,-1.39,0.0122,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.242,0.0426,23.46,0.2438,0.5115,0.1296,76.68,-6.8,5.12,42.67,-2.27,-2.29,0.0151,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2389,0.0421,23.77,0.2358,0.4615,0.1316,73.58,-9.29,5.42,42.97,-1.4,-2.9,0.0044,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.241,0.0424,23.56,0.244,0.518,0.1308,77.09,-7.47,5.28,42.83,-2.4,-1.85,0.0169,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2386,0.042,23.8,0.2281,0.4747,0.141,74.38,-8.8,6.7,44.38,-2.93,-4.31,0.0065,Yes,No,,
EnthermalPlus,C366 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2428,0.0428,23.39,0.2463,0.5912,0.129,81.31,-6.94,4.74,42.64,-1.29,-4.1,0.0334,Yes,Yes,0.252535,0.248750
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C180 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2192,LoE 180 S5,Ar90,0.2396,0.0422,23.7,0.1864,0.4563,0.1174,73.3,-8.92,5.14,40.98,-3.91,-3.11,0.0066,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C270 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2356,0.0415,24.1,0.1874,0.401,0.113,69.54,-9.59,5.34,40.23,-5.96,-0.82,0.0037,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C272 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2365,0.0417,24.01,0.1902,0.4135,0.1076,70.39,-8.74,5.26,39.3,-3.81,-1.45,0.0046,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.45mm / C366 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2335,0.0411,24.32,0.1849,0.3733,0.1089,67.52,-10.91,5.4,39.51,-3.19,-1.86,0.0013,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB60 4mm,25.39,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2356,0.0415,24.11,0.1904,0.4189,0.1084,70.78,-9.37,5.4,39.42,-3.89,-1.15,0.005,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.44mm / SB70 4mm,25.39,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2332,0.0411,24.35,0.1793,0.3842,0.1152,68.28,-10.55,6.64,40.59,-4.53,-2.74,0.0019,Yes,No,,
EnthermalPlus,Q452 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.35mm / LUMI 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,Float Glass - 4mm,2002,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2372,0.0418,23.93,0.192,0.4779,0.1072,74.71,-8.98,4.91,39.28,-3.12,-2.76,0.0094,Yes,Yes,0.200201,0.242536
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C180 4mm,25.41,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2862,0.0504,19.84,0.3543,0.626,0.1494,83.15,-4.78,4.83,45.61,-2.15,-4.24,0.089,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C270 4mm,25.41,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2806,0.0494,20.24,0.3373,0.5501,0.1411,78.97,-5.83,5.08,44.38,-6.01,0.07,0.0465,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C272 4mm,25.41,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2818,0.0496,20.15,0.3461,0.5679,0.1313,79.95,-4.81,4.9,42.93,-2.67,-1.08,0.0566,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C366 4mm,25.41,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2776,0.0489,20.45,0.3178,0.5117,0.134,76.71,-7.74,5.4,43.31,-1.32,-1.98,0.0167,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.34mm / SB60 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2805,0.0494,20.25,0.3453,0.575,0.1327,80.37,-5.51,5.09,43.11,-2.88,-0.5,0.0652,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.34mm / SB70 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2772,0.0488,20.49,0.304,0.5264,0.1455,77.54,-7.23,6.68,45.02,-2.74,-4.1,0.0237,Yes,No,,
EnthermalPlus,SB60 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / LUMI 4mm,25.41,Clear  4mm,5282,Solarban® 60 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2829,0.0498,20.07,0.3621,0.6565,0.1306,84.75,-4.77,4.52,42.88,-1.5,-3.38,0.1298,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C180 4mm,25.41,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2192,LoE 180 S5,Ar90,0.2396,0.0422,23.7,0.2376,0.5732,0.1694,80.25,-6.61,6.29,48.27,-4.06,-5.07,0.0329,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C270 4mm,25.41,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2027,LoE² 270 S5,Ar90,0.2356,0.0415,24.1,0.2396,0.5039,0.1623,76.2,-7.5,6.64,47.32,-6.91,-2.32,0.0169,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C272 4mm,25.41,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.2365,0.0416,24.01,0.2428,0.5198,0.1541,77.14,-6.55,6.49,46.22,-4.37,-3.24,0.0214,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.36mm / C366 4mm,25.41,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2335,0.0411,24.32,0.2369,0.469,0.1562,74.02,-9.05,6.8,46.49,-3.55,-3.77,0.0064,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.34mm / SB60 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2355,0.0415,24.11,0.243,0.5264,0.1553,77.54,-7.23,6.68,46.37,-4.47,-2.82,0.0237,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.34mm / SB70 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2332,0.0411,24.35,0.2301,0.4828,0.1658,74.85,-8.52,7.98,47.78,-4.89,-4.97,0.0098,Yes,No,,
EnthermalPlus,SB70 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / LUMI 4mm,25.41,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear Float Glass,413,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.2372,0.0418,23.94,0.2445,0.6007,0.1535,81.78,-6.66,6.13,46.19,-3.46,-4.79,0.0473,Yes,No,,
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C180 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.3152,0.0555,18.02,0.5745,0.7271,0.1681,88.25,-3.21,4.11,48.23,-1.19,-6.02,0.1938,Yes,Yes,0.576371,0.329371
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C270 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.3084,0.0543,18.41,0.4541,0.6388,0.1568,83.84,-4.49,4.48,46.68,-6.16,-0.5,0.0944,Yes,Yes,0.455493,0.322053
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C272 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.3099,0.0546,18.32,0.4814,0.6596,0.1438,84.89,-3.37,4.28,44.88,-2.01,-1.9,0.1132,Yes,Yes,0.482838,0.323709
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C366 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.3049,0.0537,18.62,0.4004,0.594,0.1475,81.45,-6.62,4.83,45.37,-0.15,-3.09,0.0349,Yes,Yes,0.401564,0.318234
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.24mm / SB60 4mm,25.39,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.3083,0.0543,18.42,0.4726,0.6679,0.1456,85.32,-4.1,4.49,45.1,-2.33,-1.17,0.1376,Yes,No,,
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.24mm / SB70 4mm,25.39,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.3044,0.0536,18.65,0.3772,0.611,0.163,82.33,-6.04,6.1,47.51,-1.67,-5.87,0.0504,Yes,No,,
EnthermalPlus,LUMI 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.15mm / LUMI 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG PLANICLEAR 4mm,21011,,SGG ECLAZ II 4mm,20754,ECLAZ II S5,Ar90,0.3112,0.0548,18.25,0.5745,0.7627,0.1427,89.94,-3.2,3.83,44.82,-0.58,-4.86,0.2932,Yes,Yes,0.576694,0.325017
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C180 4mm,25.4,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2192,LoE 180 S5,Ar90,0.2544,0.0448,22.32,0.4811,0.6899,0.2246,86.39,-3.31,5.15,54.8,-1.15,-7.99,0.1801,Yes,Yes,0.482619,0.261549
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C270 4mm,25.4,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2027,LoE² 270 S5,Ar90,0.25,0.044,22.71,0.4138,0.6057,0.2145,82.04,-4.63,5.62,53.66,-4.66,-4.42,0.0889,Yes,Yes,0.414543,0.256933
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C272 4mm,25.4,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4 mm Clear,2012,LoE² 272 S5,Ar90,0.251,0.0442,22.62,0.4331,0.625,0.2028,83.04,-3.48,5.44,52.38,-1.67,-5.54,0.106,Yes,Yes,0.433911,0.257982
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.25mm / C366 4mm,25.4,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,4mm Clear,2155,LoE³ 366 S5,Ar90,0.2477,0.0436,22.92,0.3722,0.563,0.2062,79.68,-6.6,5.91,52.73,-0.41,-6.26,0.0325,Yes,Yes,0.372676,0.254502
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.24mm / SB60 4mm,25.39,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,Clear  4mm,5282,Solarban® 60 S5,Ar90,0.2499,0.044,22.72,0.4277,0.6328,0.2045,83.47,-4.2,5.66,52.54,-1.89,-5.03,0.1286,Yes,No,,
EnthermalPlus,ZEN 4mm / Vacuum 0.25mm / Clear 4mm / Argon 13.24mm / SB70 4mm,25.39,SGG ECLAZ ONE II 4mm,20762,ECLAZ ONE II S2,SGG PLANICLEAR 4mm,21011,,Solarban® 70 glass  4mm,5433,Solarban® 70 S5,Ar90,0.2474,0.0436,22.95,0.352,0.5797,0.22,80.57,-6.04,7.08,54.27,-1.57,-7.96,0.0461,Yes,No,,
