Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Transmitted Color L*,Transmitted Color a*,Transmitted Color b*,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.04mm / SB60 5mm,25.49,Solarblue®  6mm,5364,Solarban® 60 S2,Clear Float Glass,415,,Clear  5mm,5283,Solarban® 60 S5,Ar90,0.2968,0.0523,19.13,0.2246,0.3536,0.0788,66.24,-8.78,-3.98,33.87,-2.66,-5.52,0.0356,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.04mm / SB70 5mm,25.49,Solarblue®  6mm,5364,Solarban® 60 S2,Clear Float Glass,415,,Solarban® 70 glass  5mm,5434,Solarban® 70 S5,Ar90,0.2949,0.0519,19.25,0.2016,0.3238,0.0841,63.83,-10.13,-2.23,35.03,-2.18,-8.48,0.0131,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.71mm / LUMI 5mm,25.46,Solarblue®  6mm,5364,Solarban® 60 S2,Clear Float Glass,415,,SGG ECLAZ II 5mm,20755,ECLAZ II S5,Ar90,0.2994,0.0527,18.96,0.2325,0.4042,0.0781,70.01,-8.3,-4.86,33.78,-1.68,-7.44,0.068,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.01mm / C180 5mm,25.46,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,5mm Clear,2193,LoE 180 S5,Ar90,0.3003,0.0529,18.91,0.2748,0.4391,0.0974,72.24,-5.14,-1.24,37.53,-0.88,-7.54,0.0621,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.01mm / C270 5mm,25.46,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,5mm Clear,2028,LoE² 270 S5,Ar90,0.297,0.0523,19.12,0.263,0.3857,0.0933,68.5,-5.99,-0.72,36.71,-3.67,-3.92,0.0336,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.01mm / C272 5mm,25.46,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,5 mm Clear,2013,LoE² 272 S5,Ar90,0.2978,0.0524,19.07,0.2692,0.3986,0.0884,69.41,-5.11,-1.01,35.74,-1.43,-4.65,0.041,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.01mm / C366 5mm,25.46,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,5mm Clear,2156,LoE³ 366 S5,Ar90,0.2953,0.052,19.23,0.2488,0.359,0.0897,66.51,-7.69,-0.23,35.99,-0.44,-5.44,0.012,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.04mm / SB60 5mm,25.49,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,Clear  5mm,5283,Solarban® 60 S5,Ar90,0.2968,0.0523,19.13,0.2688,0.4034,0.0891,69.77,-5.79,-0.86,35.87,-1.62,-4.24,0.0469,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 9.04mm / SB70 5mm,25.49,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,Solarban® 70 glass  5mm,5434,Solarban® 70 S5,Ar90,0.2949,0.0519,19.25,0.2385,0.3692,0.0958,67.24,-7.34,0.82,37.18,-1.06,-7.35,0.0172,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.71mm / LUMI 5mm,25.46,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear Float Glass,415,,SGG ECLAZ II 5mm,20755,ECLAZ II S5,Ar90,0.2994,0.0527,18.96,0.2807,0.4612,0.0881,73.71,-5.09,-1.61,35.74,-0.56,-6.35,0.0909,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.3959,0.0697,14.34,0.5436,0.6636,0.1943,85.13,-4.91,4.45,51.38,-2.39,-6.83,0.1053,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.3911,0.0689,14.52,0.4539,0.584,0.185,80.9,-6.1,4.9,50.23,-6.1,-2.85,0.0542,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.3922,0.0691,14.48,0.4742,0.6016,0.1736,81.84,-5.0,4.71,48.82,-2.9,-3.99,0.0654,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.3888,0.0685,14.61,0.4152,0.543,0.177,78.58,-8.01,5.19,49.22,-1.56,-4.79,0.0197,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.3907,0.0688,14.53,0.468,0.6107,0.1755,82.35,-5.77,4.83,49.03,-3.14,-3.44,0.0779,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.388,0.0683,14.63,0.3977,0.5592,0.1903,79.47,-7.49,6.3,50.87,-2.85,-6.69,0.0286,Yes,No,,
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.3951,0.0696,14.37,0.5442,0.7003,0.1731,86.97,-4.75,4.21,48.82,-1.81,-6.1,0.1589,Yes,Yes,0.549371,0.417219
EnthermalPlus,C180 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6mm Clear,2194,LoE 180 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.3912,0.0689,14.52,0.4592,0.6338,0.1835,83.61,-5.53,4.22,50.08,-3.55,-6.12,0.1101,Yes,Yes,0.463707,0.412995
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.3051,0.0537,18.61,0.3186,0.584,0.1543,80.9,-6.1,4.9,46.33,-4.02,-3.53,0.0542,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.3023,0.0532,18.78,0.3089,0.5142,0.1471,76.87,-7.03,5.16,45.29,-7.4,0.18,0.0301,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.3029,0.0533,18.74,0.3155,0.5297,0.1382,77.77,-6.02,4.98,44.0,-4.49,-0.79,0.0367,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.3009,0.053,18.87,0.2953,0.4783,0.1407,74.66,-8.76,5.44,44.35,-3.37,-1.55,0.0106,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.302,0.0532,18.8,0.3151,0.5378,0.1397,78.26,-6.76,5.08,44.19,-4.68,-0.29,0.0414,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.3005,0.0529,18.9,0.284,0.4926,0.1511,75.51,-8.32,6.65,45.85,-4.67,-3.33,0.015,Yes,No,,
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.3046,0.0536,18.64,0.3262,0.6165,0.1378,82.68,-5.91,4.58,44.0,-3.47,-2.76,0.08,Yes,Yes,0.334519,0.316413
EnthermalPlus,C270 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6mm Clear,2029,LoE² 270 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.3023,0.0532,18.78,0.3099,0.5581,0.146,79.46,-6.56,4.62,45.16,-5.07,-2.81,0.0562,Yes,Yes,0.317472,0.313988
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.3255,0.0573,17.44,0.3603,0.6016,0.1419,81.84,-5.0,4.71,44.55,-1.86,-4.07,0.0654,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.3223,0.0568,17.62,0.3417,0.5297,0.1342,77.77,-6.02,4.98,43.38,-5.69,0.26,0.0367,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.323,0.0569,17.58,0.3505,0.5459,0.1248,78.7,-5.01,4.78,41.94,-2.4,-0.88,0.0455,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.3207,0.0565,17.71,0.3228,0.4928,0.1276,75.55,-7.89,5.32,42.34,-1.09,-1.8,0.0131,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.322,0.0567,17.63,0.3496,0.5542,0.1264,79.19,-5.75,4.89,42.15,-2.64,-0.29,0.0501,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.3202,0.0564,17.73,0.3097,0.5073,0.1385,76.39,-7.39,6.5,44.03,-2.44,-3.95,0.0189,Yes,No,,
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.325,0.0572,17.47,0.3681,0.6355,0.1244,83.66,-4.83,4.38,41.93,-1.24,-3.15,0.0956,Yes,Yes,0.376282,0.339105
EnthermalPlus,C272 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6 mm Clear,2014,LoE² 272 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.3223,0.0568,17.62,0.3435,0.575,0.133,80.39,-5.53,4.43,43.23,-3.04,-3.26,0.068,Yes,Yes,0.350831,0.336317
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.2843,0.0501,19.97,0.146,0.3269,0.142,64.23,-10.43,-3.45,44.76,-6.57,-13.31,0.0084,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.2819,0.0496,20.14,0.1461,0.2881,0.1398,60.91,-10.89,-2.85,44.41,-7.72,-11.95,0.0045,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.2825,0.0497,20.1,0.1484,0.2963,0.1367,61.62,-10.14,-3.03,43.94,-6.7,-12.19,0.0056,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.2807,0.0494,20.23,0.1442,0.2684,0.1374,59.12,-11.83,-2.69,44.05,-6.37,-12.44,0.0016,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.2817,0.0496,20.16,0.1484,0.3011,0.1372,62.04,-10.78,-3.0,44.0,-6.73,-12.05,0.0063,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.2803,0.0494,20.26,0.1403,0.2763,0.141,59.8,-11.61,-1.65,44.58,-6.9,-12.99,0.0024,Yes,No,,
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.2839,0.05,20.0,0.1501,0.3448,0.1367,65.68,-10.42,-3.82,43.96,-6.28,-12.89,0.0125,Yes,Yes,0.162162,0.293308
EnthermalPlus,C340 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6mm Clear,2167,LoE³ 340 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.2819,0.0496,20.14,0.1463,0.3126,0.1394,63.05,-10.56,-3.6,44.36,-6.83,-12.92,0.0088,Yes,Yes,0.158088,0.291229
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.2583,0.0455,21.99,0.2367,0.543,0.1398,78.58,-8.01,5.19,44.26,-2.52,-4.46,0.0197,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.2563,0.0451,22.16,0.2377,0.4783,0.1336,74.66,-8.76,5.44,43.3,-5.39,-1.35,0.0106,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.2567,0.0452,22.12,0.2413,0.4928,0.1257,75.55,-7.89,5.32,42.09,-2.62,-2.24,0.0131,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.2553,0.045,22.24,0.2343,0.4455,0.1278,72.54,-10.28,5.62,42.4,-1.79,-2.82,0.0038,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.2561,0.0451,22.17,0.2414,0.5004,0.127,76.03,-8.6,5.4,42.27,-2.76,-1.81,0.0148,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.255,0.0449,22.27,0.2272,0.4586,0.1369,73.35,-9.83,6.82,43.79,-3.34,-4.14,0.0056,Yes,No,,
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.2579,0.0454,22.02,0.2436,0.5734,0.1254,80.33,-7.94,4.93,42.09,-1.67,-3.97,0.0292,Yes,Yes,0.251236,0.264265
EnthermalPlus,C366 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6mm Clear,2157,LoE³ 366 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.2563,0.0451,22.16,0.2379,0.5192,0.1326,77.19,-8.35,4.91,43.17,-3.3,-3.87,0.0206,Yes,Yes,0.245160,0.262584
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C180 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,6mm Clear,2194,LoE 180 S5,Ar90,0.2519,0.0444,22.54,0.185,0.4395,0.1142,72.2,-9.94,5.31,40.45,-4.18,-3.02,0.0057,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C270 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,6mm Clear,2029,LoE² 270 S5,Ar90,0.2501,0.044,22.71,0.1861,0.3871,0.1102,68.54,-10.54,5.51,39.75,-6.15,-0.82,0.0032,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C272 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.2505,0.0441,22.67,0.1888,0.3985,0.1049,69.34,-9.71,5.42,38.83,-4.04,-1.44,0.004,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / C366 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.2491,0.0439,22.79,0.184,0.3604,0.1062,66.55,-11.8,5.56,39.05,-3.45,-1.83,0.0011,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB60 6mm,25.44,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.2499,0.044,22.72,0.189,0.4047,0.1057,69.79,-10.38,5.49,38.96,-4.13,-1.14,0.0044,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.09mm / SB70 6mm,25.44,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.2488,0.0438,22.82,0.1788,0.3711,0.1123,67.32,-11.47,6.74,40.11,-4.8,-2.65,0.0016,Yes,No,,
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / LUMI 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.2516,0.0443,22.57,0.1904,0.4636,0.1047,73.8,-9.89,5.06,38.84,-3.37,-2.7,0.0084,Yes,Yes,0.200089,0.257237
EnthermalPlus,Q452 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.75mm / SKN183 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,Float Glass - 6mm,2004,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.25,0.044,22.71,0.1864,0.4201,0.1094,70.89,-10.2,5.02,39.65,-4.66,-2.58,0.0059,Yes,Yes,0.195771,0.255646
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C180 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,6mm Clear,2194,LoE 180 S5,Ar90,0.3042,0.0536,18.67,0.3457,0.603,0.1461,81.93,-6.17,4.88,45.16,-2.79,-4.07,0.0786,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C270 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,6mm Clear,2029,LoE² 270 S5,Ar90,0.3014,0.0531,18.84,0.3333,0.5309,0.1385,77.86,-7.13,5.14,44.02,-6.5,0.1,0.0418,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C272 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.302,0.0532,18.8,0.3407,0.5471,0.129,78.78,-6.13,4.95,42.58,-3.22,-1.02,0.0506,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C366 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,6mm Clear,2157,LoE³ 366 S5,Ar90,0.3,0.0528,18.93,0.3176,0.494,0.1317,75.64,-8.95,5.46,42.97,-1.95,-1.9,0.015,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / SB60 6mm,25.5,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,Clear  6mm,5284,Solarban® 60 S5,Ar90,0.3012,0.053,18.86,0.3402,0.5554,0.1305,79.28,-6.88,5.06,42.79,-3.45,-0.45,0.059,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.05mm / SB70 6mm,25.5,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,Solarban® 70 glass  6mm,5439,Solarban® 70 S5,Ar90,0.2996,0.0528,18.95,0.3052,0.5086,0.1428,76.48,-8.47,6.66,44.64,-3.39,-3.91,0.0214,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.71mm / LUMI 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,SGG ECLAZ II 6mm,20756,ECLAZ II S5,Ar90,0.3037,0.0535,18.7,0.3536,0.6368,0.1285,83.74,-6.01,4.55,42.58,-2.08,-3.23,0.1174,Yes,No,,
EnthermalPlus,SB60 6mm / Vacuum 0.25mm / Clear 6mm / Argon 7.71mm / SKN183 6mm,25.46,Clear  6mm,5284,Solarban® 60 S2,Clear Float Glass,415,,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S5,Ar90,0.3014,0.0531,18.84,0.3345,0.5763,0.1372,80.48,-6.67,4.59,43.86,-3.89,-3.28,0.0818,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C180 6mm,25.46,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,415,,6mm Clear,2194,LoE 180 S5,Ar90,0.2518,0.0443,22.55,0.2351,0.5522,0.1659,79.07,-7.86,6.35,47.83,-4.67,-4.9,0.029,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C270 6mm,25.46,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,415,,6mm Clear,2029,LoE² 270 S5,Ar90,0.2499,0.044,22.72,0.2372,0.4864,0.1594,75.12,-8.68,6.7,46.95,-7.41,-2.24,0.0152,Yes,No,,
EnthermalPlus,SB70 6mm / Vacuum 0.25mm / Clear 6mm / Argon 8.01mm / C272 6mm,25.46,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear Float Glass,415,,6 mm Clear,2014,LoE² 272 S5,Ar90,0.2503,0.0441,22.68,0.2403,0.5009,0.1513,76.0,-7.75,6.55,45.85,-4.91,-3.14,0.0191,Yes,No,,
