Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Transmitted Color L*,Transmitted Color a*,Transmitted Color b*,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,C180 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3723,0.0656,15.25,0.5117,0.691,0.2078,86.49,-3.6,4.22,52.91,-2.37,-6.75,0.1245,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2879,0.0507,19.73,0.3318,0.6059,0.1836,82.09,-4.78,4.59,50.09,-3.07,-5.31,0.0626,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3069,0.054,18.5,0.3696,0.6253,0.1726,83.1,-3.7,4.44,48.71,-1.79,-5.61,0.0758,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2441,0.043,23.26,0.2544,0.5633,0.1758,79.74,-6.87,4.94,49.1,-1.84,-6.12,0.0232,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2192,LoE 180 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2871,0.0506,19.78,0.3569,0.6254,0.1739,83.12,-4.74,4.75,48.88,-2.02,-5.74,0.0877,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2192,LoE 180 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2381,0.0419,23.85,0.2503,0.573,0.1942,80.24,-6.64,6.32,51.32,-3.47,-6.29,0.0314,Yes,No,,
EnthermalPlus,C180 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2192,LoE 180 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3178,0.056,17.87,0.5133,0.727,0.1775,88.25,-3.23,4.13,49.41,-1.64,-6.32,0.1919,Yes,Yes,0.519498,0.330382
EnthermalPlus,C270 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0644,15.54,0.3058,0.6068,0.1641,82.14,-4.9,4.7,47.61,-4.0,-3.46,0.0629,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2835,0.0499,20.03,0.2488,0.5326,0.1453,77.95,-5.82,4.91,45.05,-4.67,-2.03,0.0343,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.302,0.0532,18.8,0.2661,0.5496,0.1368,78.92,-4.82,4.75,43.81,-3.46,-2.21,0.0421,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.2075,0.4954,0.1392,75.72,-7.71,5.23,44.15,-3.62,-2.66,0.0122,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2027,LoE² 270 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.08,0.2621,0.5497,0.1379,78.94,-5.8,5.04,43.96,-3.61,-2.35,0.0463,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2027,LoE² 270 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.2054,0.5038,0.1533,76.19,-7.51,6.65,46.16,-5.25,-2.93,0.0167,Yes,No,,
EnthermalPlus,C270 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2027,LoE² 270 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3127,0.0551,18.16,0.3176,0.6387,0.1406,83.84,-4.49,4.47,44.44,-3.28,-2.96,0.0941,Yes,Yes,0.325764,0.323797
EnthermalPlus,C272 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3669,0.0646,15.47,0.345,0.626,0.1524,83.14,-3.75,4.51,46.02,-1.95,-3.96,0.0762,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2845,0.0501,19.96,0.2701,0.5497,0.1325,78.93,-4.8,4.74,43.14,-2.7,-2.3,0.0421,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3031,0.0534,18.74,0.2918,0.5676,0.1234,79.92,-3.79,4.56,41.73,-1.33,-2.54,0.0526,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2415,0.0425,23.51,0.22,0.5113,0.126,76.67,-6.81,5.1,42.12,-1.43,-3.16,0.0152,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4 mm Clear,2012,LoE² 272 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2837,0.05,20.02,0.286,0.5676,0.1245,79.94,-4.79,4.86,41.9,-1.55,-2.68,0.0561,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4 mm Clear,2012,LoE² 272 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2357,0.0415,24.09,0.2171,0.5197,0.141,77.13,-6.56,6.5,44.39,-3.19,-3.49,0.0208,Yes,No,,
EnthermalPlus,C272 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4 mm Clear,2012,LoE² 272 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3138,0.0553,18.09,0.3576,0.6595,0.1274,84.89,-3.37,4.29,42.44,-1.18,-3.31,0.1122,Yes,Yes,0.365494,0.325280
EnthermalPlus,C340 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3639,0.0641,15.6,0.1425,0.3395,0.1466,65.24,-9.57,-3.73,45.41,-6.37,-13.71,0.0098,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2825,0.0497,20.1,0.1239,0.298,0.1405,61.78,-9.98,-3.21,44.52,-6.51,-12.97,0.0051,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3009,0.053,18.87,0.1297,0.3071,0.1377,62.54,-9.26,-3.37,44.09,-6.01,-12.89,0.0064,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2401,0.0423,23.65,0.1106,0.2777,0.1385,59.97,-11.05,-3.02,44.2,-6.18,-12.89,0.0019,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2165,LoE³ 340 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2817,0.0496,20.15,0.1289,0.3074,0.1381,62.58,-10.07,-3.14,44.15,-5.98,-13.01,0.007,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2165,LoE³ 340 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2343,0.0413,24.24,0.1104,0.2824,0.1431,60.35,-11.03,-1.72,44.89,-6.93,-13.09,0.0026,Yes,No,,
EnthermalPlus,C340 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2165,LoE³ 340 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3115,0.0549,18.23,0.1469,0.3568,0.139,66.61,-9.42,-4.0,44.32,-5.97,-13.38,0.0148,Yes,Yes,0.159189,0.322288
EnthermalPlus,C366 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.362,0.0638,15.69,0.2294,0.5639,0.1483,79.77,-6.88,4.98,45.46,-2.59,-4.39,0.023,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2812,0.0495,20.19,0.2006,0.4954,0.1319,75.72,-7.66,5.2,43.07,-2.9,-3.3,0.0121,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2995,0.0527,18.96,0.2101,0.5113,0.1246,76.67,-6.79,5.09,41.92,-1.6,-3.47,0.015,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2391,0.0421,23.75,0.1777,0.4612,0.1266,73.57,-9.3,5.39,42.22,-2.0,-3.67,0.0045,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2155,LoE³ 366 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2805,0.0494,20.24,0.2091,0.5115,0.1255,76.69,-7.73,5.36,42.07,-1.69,-3.64,0.0165,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2155,LoE³ 366 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2334,0.0411,24.33,0.1775,0.4689,0.1388,74.01,-9.07,6.81,44.08,-3.91,-3.78,0.0061,Yes,No,,
EnthermalPlus,C366 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2155,LoE³ 366 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3101,0.0546,18.31,0.2386,0.5939,0.1278,81.45,-6.63,4.83,42.5,-1.45,-4.26,0.0346,Yes,Yes,0.247103,0.320390
EnthermalPlus,Q452 4mm / Argon 13.45mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3615,0.0637,15.71,0.181,0.4566,0.12,73.32,-8.94,5.15,41.39,-4.31,-2.97,0.0066,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.281,0.0495,20.21,0.1592,0.4006,0.1093,69.51,-9.52,5.28,39.61,-4.34,-2.16,0.0037,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2992,0.0527,18.98,0.1662,0.4132,0.1044,70.37,-8.71,5.22,38.74,-3.3,-2.24,0.0046,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.45mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2389,0.0421,23.77,0.1426,0.373,0.1057,67.5,-10.92,5.37,38.97,-3.67,-2.27,0.0013,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.36mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2105,Quad LoE 452 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2802,0.0494,20.26,0.1656,0.4134,0.105,70.4,-9.58,5.45,38.85,-3.35,-2.39,0.0049,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.36mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,4mm Clear,2105,Quad LoE 452 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2332,0.0411,24.35,0.1424,0.3794,0.1138,67.93,-10.8,6.75,40.37,-5.26,-2.32,0.0018,Yes,No,,
EnthermalPlus,Q452 4mm / Argon 13.25mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,4mm Clear,2105,Quad LoE 452 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3097,0.0545,18.33,0.1873,0.4801,0.1065,74.84,-8.7,4.99,39.18,-3.21,-2.95,0.0098,Yes,Yes,0.198777,0.319931
EnthermalPlus,SB60 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0643,15.54,0.333,0.6339,0.1544,83.57,-4.48,4.71,46.29,-2.44,-4.1,0.0899,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2834,0.0499,20.03,0.2671,0.5566,0.1339,79.34,-5.5,4.92,43.36,-3.11,-2.49,0.0469,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3019,0.0532,18.81,0.287,0.5746,0.1246,80.34,-4.49,4.75,41.92,-1.68,-2.74,0.0569,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.2203,0.5178,0.1272,77.08,-7.48,5.26,42.32,-1.83,-3.3,0.017,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.09,0.2823,0.5747,0.1258,80.36,-5.49,5.05,42.1,-1.89,-2.89,0.0646,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.2175,0.5263,0.1427,77.54,-7.24,6.68,44.64,-3.72,-3.57,0.0231,Yes,No,,
EnthermalPlus,SB60 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Clear  4mm,5282,Solarban® 60 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3126,0.0551,18.16,0.3459,0.6678,0.1287,85.32,-4.11,4.49,42.65,-1.53,-3.55,0.1368,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3654,0.0643,15.54,0.2242,0.3926,0.086,68.84,-2.56,2.63,35.23,-0.39,-3.71,0.0515,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2834,0.0499,20.03,0.1786,0.3449,0.0782,65.25,-3.49,2.87,33.6,-0.81,-2.6,0.0277,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3019,0.0532,18.81,0.1924,0.3562,0.0746,66.11,-2.63,2.69,32.82,-0.09,-2.7,0.0341,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2408,0.0424,23.58,0.1458,0.3209,0.0757,63.32,-5.24,3.26,33.05,-0.06,-3.11,0.0099,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2827,0.0498,20.09,0.1887,0.3562,0.0751,66.12,-3.47,2.96,32.92,-0.23,-2.77,0.0377,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.235,0.0414,24.17,0.1433,0.3261,0.0817,63.7,-5.05,4.45,34.32,-0.95,-3.39,0.0136,Yes,No,,
EnthermalPlus,SB60 Solargray 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solargray®  4mm,5287,Solarban® 60 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3126,0.0551,18.16,0.2312,0.4139,0.0762,70.35,-2.22,2.39,33.2,-0.03,-3.14,0.0762,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3616,0.0637,15.7,0.2285,0.5806,0.1735,80.66,-6.33,6.17,48.8,-4.3,-4.92,0.033,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.281,0.0495,20.21,0.2013,0.5097,0.1562,76.55,-7.14,6.43,46.54,-4.8,-4.14,0.0169,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.2992,0.0527,18.98,0.2104,0.5259,0.1485,77.5,-6.23,6.33,45.47,-3.64,-4.41,0.0214,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.44mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2389,0.0421,23.77,0.1798,0.4744,0.1505,74.37,-8.79,6.65,45.75,-3.97,-4.67,0.0065,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.34mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2802,0.0494,20.26,0.2095,0.526,0.1495,77.52,-7.18,6.6,45.61,-3.73,-4.52,0.0231,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.34mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2332,0.0411,24.35,0.1804,0.4827,0.1634,74.84,-8.54,8.0,47.48,-5.67,-4.64,0.0089,Yes,No,,
EnthermalPlus,SB70 4mm / Argon 13.24mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.39,Solarban® 70 glass  4mm,5433,Solarban® 70 S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3097,0.0545,18.33,0.2376,0.6109,0.1519,82.32,-6.06,6.13,46.01,-3.45,-4.99,0.0493,Yes,No,,
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C180 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2192,LoE 180 S4,Float Glass - 4mm,2002,,Ar90,0.3681,0.0648,15.43,0.5201,0.7238,0.1743,88.1,-3.59,4.02,49.02,-2.1,-5.68,0.1835,Yes,Yes,0.525297,0.382621
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C270 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2027,LoE² 270 S4,Float Glass - 4mm,2002,,Ar90,0.2852,0.0502,19.91,0.3483,0.6354,0.1478,83.67,-4.78,4.33,45.49,-3.0,-3.64,0.09,Yes,Yes,0.356370,0.294887
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C272 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4 mm Clear,2012,LoE² 272 S4,Float Glass - 4mm,2002,,Ar90,0.3039,0.0535,18.68,0.3867,0.6561,0.1356,84.72,-3.7,4.16,43.72,-1.35,-3.95,0.1076,Yes,Yes,0.394567,0.314902
EnthermalPlus,LUMI 4mm / Argon 13.35mm / C366 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,4mm Clear,2155,LoE³ 366 S4,Float Glass - 4mm,2002,,Ar90,0.2421,0.0426,23.45,0.2681,0.5909,0.1391,81.29,-6.94,4.72,44.23,-1.38,-4.7,0.0334,Yes,Yes,0.276348,0.248305
EnthermalPlus,LUMI 4mm / Argon 13.25mm / SB60 4mm / Vacuum 0.25mm / Clear 4mm,25.41,SGG ECLAZ II 4mm,20754,ECLAZ II S2,Clear  4mm,5282,Solarban® 60 S4,Clear Float Glass,413,,Ar90,0.2845,0.0501,19.96,0.3745,0.6562,0.137,84.74,-4.75,4.47,43.93,-1.65,-4.13,0.1277,Yes,No,,
EnthermalPlus,LUMI 4mm / Argon 13.25mm / SB70 4mm / Vacuum 0.25mm / Clear 4mm,25.41,SGG ECLAZ II 4mm,20754,ECLAZ II S2,Solarban® 70 glass  4mm,5433,Solarban® 70 S4,Clear Float Glass,413,,Ar90,0.2362,0.0416,24.04,0.2634,0.6006,0.1593,81.77,-6.68,6.15,47.05,-3.45,-5.04,0.0452,Yes,No,,
EnthermalPlus,LUMI 4mm / Argon 13.15mm / LUMI 4mm / Vacuum 0.25mm / Clear 4mm,25.4,SGG ECLAZ II 4mm,20754,ECLAZ II S2,SGG ECLAZ II 4mm,20754,ECLAZ II S4,SGG PLANICLEAR 4mm,21011,,Ar90,0.3147,0.0554,18.04,0.5272,0.7627,0.141,89.94,-3.21,3.84,44.62,-1.19,-4.92,0.2907,Yes,Yes,0.531951,0.326494
