Product Type,Comment,Total Thickness (mm),Outer Lite (Name_Thickness mm),Outer Lite NFRC ID,Outer Lite Low-E,Middle Lite (Name_Thickness mm),Middle Lite NFRC ID,Middle Lite Low-E,Inner Lite (Name_Thickness mm),Inner Lite NFRC ID,Inner Lite Low-E,Gas Fill,U-value NFRC (W/m²K),U-value NFRC (BTU/hrftF),R-value NFRC,SHGC,Tvis (Visible Transmittance),Exterior Visible Reflectance,Transmitted Color L*,Transmitted Color a*,Transmitted Color b*,Exterior Reflected Color L*,Exterior Reflected Color a*,Exterior Reflected Color b*,T-UV,NFRC,CEN,g-factor,U-value CEN (W/m�K)
EnthermalPlus,Q452 6mm / Argon 8.05mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.323,0.0569,17.58,0.1608,0.3981,0.1018,69.31,-9.68,5.39,38.3,-3.52,-2.2,0.004,Yes,No,,
EnthermalPlus,Q452 6mm / Argon 8.05mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2549,0.0449,22.28,0.1372,0.3601,0.1033,66.53,-11.81,5.54,38.56,-3.92,-2.21,0.0012,Yes,No,,
EnthermalPlus,Q452 6mm / Argon 8.01mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.46,6mm Clear,2107,Quad LoE 452 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3014,0.0531,18.84,0.1602,0.3992,0.1032,69.41,-10.67,5.5,38.54,-3.69,-2.29,0.0044,Yes,No,,
EnthermalPlus,Q452 6mm / Argon 8.01mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.46,6mm Clear,2107,Quad LoE 452 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2484,0.0437,22.86,0.1374,0.3664,0.1117,66.97,-11.79,6.8,40.01,-5.6,-2.2,0.0016,Yes,No,,
EnthermalPlus,Q452 6mm / Argon 7.45mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.338,0.0595,16.8,0.1844,0.4687,0.1044,74.12,-9.46,5.09,38.81,-3.53,-2.89,0.0089,Yes,Yes,0.198523,0.352090
EnthermalPlus,Q452 6mm / Argon 7.45mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.4,6mm Clear,2107,Quad LoE 452 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2542,0.0448,22.34,0.1603,0.4244,0.107,71.19,-9.76,4.99,39.26,-4.01,-3.85,0.0063,Yes,Yes,0.170950,0.260457
EnthermalPlus,SB60 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.3167,0.6109,0.1492,82.36,-5.79,4.83,45.59,-2.96,-4.01,0.0776,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.253,0.5375,0.1302,78.25,-6.72,5.04,42.81,-3.58,-2.45,0.0413,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.2713,0.554,0.121,79.18,-5.74,4.87,41.35,-2.08,-2.71,0.0498,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.2098,0.5002,0.1239,76.02,-8.61,5.38,41.81,-2.29,-3.23,0.0149,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Clear  6mm,5284,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.267,0.5551,0.1236,79.26,-6.86,5.02,41.76,-2.44,-2.78,0.0585,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Clear  6mm,5284,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.2078,0.5084,0.1398,76.48,-8.48,6.66,44.23,-4.34,-3.42,0.0209,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.3322,0.6524,0.1259,84.54,-5.09,4.51,42.22,-2.05,-3.51,0.1249,Yes,No,,
EnthermalPlus,SB60 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Clear  6mm,5284,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.2588,0.5901,0.1306,81.24,-5.77,4.52,42.93,-2.53,-5.84,0.0868,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.2462,0.5322,0.1244,77.98,-10.42,5.5,41.99,-6.3,-2.33,0.0446,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.2046,0.4686,0.1099,74.07,-11.01,5.68,39.59,-6.51,-1.1,0.0243,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.2168,0.4829,0.1027,74.95,-10.16,5.53,38.32,-4.96,-1.33,0.0297,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.1753,0.4366,0.105,71.97,-12.59,5.99,38.72,-5.28,-1.68,0.0087,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solexia®  6mm,5254,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.2144,0.4841,0.1048,75.04,-11.22,5.68,38.68,-5.25,-1.38,0.0341,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solexia®  6mm,5254,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1746,0.4437,0.1173,72.4,-12.47,7.22,40.82,-7.51,-1.73,0.0122,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.2564,0.5683,0.1064,80.06,-9.89,5.21,39.06,-5.06,-2.11,0.0699,Yes,No,,
EnthermalPlus,SB60 Solexia 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solexia®  6mm,5254,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.2105,0.5143,0.1103,76.92,-10.26,5.21,39.72,-5.51,-3.83,0.0495,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.2072,0.3657,0.0812,66.64,-0.74,8.54,34.13,0.36,0.08,0.037,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.163,0.3219,0.0744,63.19,-1.72,8.5,32.68,-0.09,0.52,0.0203,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.1757,0.332,0.0712,63.99,-0.89,8.39,31.96,0.47,0.26,0.0248,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.133,0.2993,0.0722,61.3,-3.46,8.7,32.2,0.41,0.0,0.0072,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarbronze®  6mm,5274,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.172,0.3324,0.0721,64.04,-1.8,8.51,32.17,0.27,0.3,0.0283,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarbronze®  6mm,5274,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1311,0.3043,0.0778,61.69,-3.3,9.76,33.4,-0.36,0.09,0.0102,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.2151,0.3909,0.0729,68.5,-0.07,8.37,32.38,0.62,0.03,0.0579,Yes,No,,
EnthermalPlus,SB60 Solarbronze 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarbronze®  6mm,5274,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.1642,0.3535,0.0745,65.71,-0.84,8.25,32.73,0.24,-1.1,0.0411,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.1814,0.3057,0.0699,62.04,-2.91,2.0,31.8,-0.2,-3.21,0.0357,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.1427,0.2692,0.0651,58.79,-3.74,2.26,30.67,-0.51,-2.33,0.0197,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.1538,0.2775,0.0628,59.54,-2.95,2.06,30.1,0.02,-2.4,0.0241,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.1162,0.2505,0.0636,57.03,-5.32,2.65,30.29,0.05,-2.71,0.007,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solargray®  6mm,5289,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.1504,0.2781,0.0635,59.6,-3.82,2.21,30.27,-0.14,-2.42,0.0274,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solargray®  6mm,5289,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1144,0.2545,0.0676,57.38,-5.22,3.64,31.25,-0.61,-2.95,0.0099,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.1876,0.3267,0.064,63.79,-2.32,1.68,30.43,0.02,-2.72,0.0558,Yes,No,,
EnthermalPlus,SB60 Solargray 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solargray®  6mm,5289,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.1432,0.2955,0.0653,61.17,-2.96,1.79,30.73,-0.01,-3.89,0.0396,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.2296,0.433,0.0966,71.66,-5.11,4.18,37.26,-1.82,-3.07,0.047,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.1843,0.3812,0.0871,68.01,-5.93,4.37,35.41,-2.2,-1.97,0.0258,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.1974,0.3929,0.0824,68.85,-5.07,4.2,34.46,-1.22,-2.15,0.0314,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.153,0.3548,0.084,66.03,-7.61,4.72,34.77,-1.31,-2.54,0.0092,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optigray®  6mm,5265,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.194,0.3937,0.0838,68.92,-6.06,4.35,34.73,-1.46,-2.17,0.0359,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optigray®  6mm,5265,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1514,0.3606,0.092,66.43,-7.49,5.85,36.35,-2.64,-2.71,0.013,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.2389,0.4626,0.0849,73.62,-4.49,3.87,35.01,-1.22,-2.66,0.0737,Yes,No,,
EnthermalPlus,SB60 Optigray 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optigray®  6mm,5265,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.1873,0.4184,0.0873,70.67,-5.1,3.91,35.5,-1.47,-4.27,0.0522,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.2127,0.3862,0.0865,68.71,-8.19,-4.47,35.55,-2.23,-8.8,0.0453,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.1709,0.3402,0.0788,65.19,-8.82,-3.87,33.92,-2.53,-6.92,0.0249,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.183,0.3505,0.0749,65.98,-7.99,-4.16,33.05,-1.51,-6.81,0.0305,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.142,0.317,0.0762,63.3,-10.35,-3.28,33.33,-1.48,-7.3,0.0089,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarblue®  6mm,5364,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.1798,0.3514,0.076,66.07,-8.96,-3.98,33.29,-1.7,-6.94,0.0347,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarblue®  6mm,5364,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1404,0.3219,0.0829,63.67,-10.31,-2.2,34.78,-2.74,-7.98,0.0126,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.221,0.4125,0.0769,70.59,-7.67,-4.98,33.56,-1.72,-7.55,0.0708,Yes,No,,
EnthermalPlus,SB60 Solarblue 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarblue®  6mm,5364,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.1735,0.3732,0.0791,67.76,-8.1,-4.64,34.03,-1.42,-9.42,0.0503,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3963,0.0698,14.33,0.2529,0.4408,0.0989,72.36,-5.03,-1.25,37.8,-1.02,-7.55,0.06,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3033,0.0534,18.72,0.1986,0.388,0.0889,68.67,-5.88,-0.79,35.89,-1.52,-5.8,0.0325,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3242,0.0571,17.52,0.2141,0.4,0.084,69.51,-4.98,-1.05,34.89,-0.49,-5.81,0.0395,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2557,0.045,22.21,0.162,0.3612,0.0857,66.68,-7.61,-0.29,35.21,-0.45,-6.34,0.0116,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3024,0.0533,18.78,0.2099,0.4008,0.0854,69.59,-5.99,-0.88,35.17,-0.74,-5.91,0.0456,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 8.05mm / SB70 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,Solarban® 70 glass  6mm,5439,Solarban® 70 S4,Clear Float Glass,415,,Ar90,0.2491,0.0439,22.79,0.1597,0.367,0.0941,67.07,-7.53,0.84,36.88,-1.71,-6.88,0.0164,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 7.49mm / LUMI 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,SGG ECLAZ II 6mm,20756,ECLAZ II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.339,0.0597,16.75,0.2642,0.4709,0.0866,74.33,-4.39,-1.69,35.48,-0.58,-6.49,0.095,Yes,No,,
EnthermalPlus,SB60 Optiblue 6mm / Argon 7.49mm / SKN183 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Optiblue® (Solarban® z50)  6mm,5424,Solarban® 60 S2,SGG COOL-LITE SKN 183 II 6mm,20896,COOL-LITE SKN 183 II S4,SGG PLANICLEAR 6mm,21013,,Ar90,0.2548,0.0449,22.28,0.2011,0.4259,0.0892,71.36,-5.03,-1.46,35.99,-0.47,-8.55,0.0668,Yes,No,,
EnthermalPlus,SB70 6mm / Argon 8.09mm / C180 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,6mm Clear,2194,LoE 180 S4,Float Glass - 6mm,2004,,Ar90,0.3943,0.0694,14.4,0.223,0.5595,0.1684,79.49,-7.51,6.31,48.16,-4.8,-4.83,0.0283,Yes,No,,
EnthermalPlus,SB70 6mm / Argon 8.09mm / C270 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,6mm Clear,2029,LoE² 270 S4,Float Glass - 6mm,2004,,Ar90,0.3021,0.0532,18.8,0.1939,0.4922,0.1523,75.49,-8.24,6.56,46.02,-5.27,-4.08,0.0149,Yes,No,,
EnthermalPlus,SB70 6mm / Argon 8.09mm / C272 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,6 mm Clear,2014,LoE² 272 S4,Float Glass - 6mm,2004,,Ar90,0.3228,0.0568,17.59,0.2026,0.507,0.1446,76.37,-7.35,6.45,44.94,-4.07,-4.37,0.0187,Yes,No,,
EnthermalPlus,SB70 6mm / Argon 8.09mm / C366 6mm / Vacuum 0.25mm / Clear 6mm,25.44,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,6mm Clear,2157,LoE³ 366 S4,Float Glass - 6mm,2004,,Ar90,0.2548,0.0449,22.29,0.1726,0.4583,0.1469,73.34,-9.82,6.77,45.26,-4.43,-4.59,0.0057,Yes,No,,
EnthermalPlus,SB70 6mm / Argon 8.05mm / SB60 6mm / Vacuum 0.25mm / Clear 6mm,25.5,Solarban® 70 glass  6mm,5439,Solarban® 70 S2,Clear  6mm,5284,Solarban® 60 S4,Clear Float Glass,415,,Ar90,0.3012,0.053,18.85,0.2018,0.5082,0.1469,76.46,-8.43,6.59,45.25,-4.28,-4.39,0.0209,Yes,No,,
